"Campaign ID",Channel,"Advertisement Type",CPM,CTR,CPC,CPA,"Conversion Rate","Revenue Uplift",Impressions,"Project Type",Clicks,"Lead Generation",Comments,date_part,time_part,Revenue,ROAS,"Ad Spend"
07927,"Social Media",Banner,11.7,0.0418,1.4,13.63,0.0138,14.5,51233,Retail,2141,781,"Needs review due to rising CPC.",2023-04-26,17:19:33,29765.47,9.93,2997.40
07928,"Social Media",Banner,10.66,0.0193,1.35,34.75,0.0171,1.39,62802,Retail,1212,260,"Retail campaigns underperforming slightly.",2023-04-26,17:40:35,42117.00,25.74,1636.20
07929,"Social Media",Text,1.97,0.0204,0.5,6.55,0.0294,8.12,61151,Retail,1247,694,"Retail campaigns underperforming slightly.",2023-04-26,18:01:36,8739.60,14.02,623.50
07930,Affiliate,Text,6.04,0.0392,0.26,24.78,0.0224,5.8,24861,Telecom,974,244,"High impressions but low conversion.",2023-04-26,18:22:38,25101.15,99.12,253.24
07931,"Search Engine",Text,11.13,0.0098,1.51,9.7,0.0286,-2.85,60772,Retail,595,352,"High ROAS indicates effective spend.",2023-04-26,18:43:39,5771.50,6.42,898.45
07932,"Social Media",Banner,3.51,0.0288,1.9,41.12,0.0191,14.82,15354,Telecom,442,153,"Strong click-through but weak CPA.",2023-04-26,19:04:41,23082.30,27.49,839.80
07933,"Search Engine",Banner,3.74,0.0216,1.32,28.58,0.0155,11.17,87664,Retail,1893,724,"Low engagement suggests creative changes needed.",2023-04-26,19:25:42,55725.00,22.30,2498.76
07934,"Social Media",Text,9.82,0.0095,1.91,45.75,0.0076,1.06,91362,Telecom,867,236,"Strong click-through but weak CPA.",2023-04-26,19:46:44,39665.25,23.95,1655.97
07935,"Social Media",Text,4.97,0.0184,0.16,7.54,0.0219,17.65,33280,Retail,612,133,"High impressions but low conversion.",2023-04-26,20:07:45,5122.07,52.31,97.92
07936,"Social Media",Banner,5.53,0.0333,1.48,24.83,0.017,2.54,57988,Retail,1931,645,"Low engagement suggests creative changes needed.",2023-04-26,20:28:47,48426.20,16.94,2857.88
07937,"Social Media",Text,8.32,0.0348,1.12,41.98,0.007,6.56,68170,Telecom,2372,729,"Low engagement suggests creative changes needed.",2023-04-26,20:49:48,100572.33,37.86,2656.64
07938,"Social Media",Text,11.51,0.0107,1.2,31.39,0.0174,4.14,84309,Telecom,902,245,"Needs review due to rising CPC.",2023-04-26,21:10:50,28313.78,26.16,1082.40
07939,"Search Engine",Text,7.98,0.0472,0.55,43.88,0.0174,7.34,65225,Retail,3078,628,"Strong click-through but weak CPA.",2023-04-26,21:31:51,136413.27,80.58,1692.90
07940,"Social Media",Banner,13.51,0.0133,1.46,9.15,0.0226,3.02,41696,Telecom,554,157,"High impressions but low conversion.",2023-04-26,21:52:52,5119.79,6.33,808.84
07941,"Search Engine",Banner,2.49,0.0348,0.97,30.05,0.0272,11.41,58944,Retail,2051,545,"Good lead generation but low conversion rate.",2023-04-26,22:13:54,66563.15,33.46,1989.47
07942,Affiliate,Video,11.56,0.0196,1.73,46.96,0.022,9.34,70525,Retail,1382,546,"High impressions but low conversion.",2023-04-26,22:34:55,65547.71,27.42,2390.86
07943,"Social Media",Video,8.61,0.0366,1,5.76,0.0162,13.37,69608,Retail,2547,1295,"High impressions but low conversion.",2023-04-26,22:55:57,14964.13,5.88,2547.00
07944,"Search Engine",Video,12.43,0.0416,1.35,38.64,0.027,7.59,92990,Telecom,3868,904,"Moderate CTR with significant revenue uplift.",2023-04-26,23:16:58,150954.12,28.91,5221.80
07945,Affiliate,Video,5.43,0.0086,0.46,40.5,0.0201,12.58,26525,Retail,228,128,"Great performance in Telecom sector.",2023-04-26,23:38:00,10065.06,95.97,104.88
07946,Affiliate,Text,7.75,0.0409,1.76,23.62,0.0189,7.99,43497,Telecom,1779,605,"Excellent conversion and ROI.",2023-04-26,23:59:01,42860.38,13.69,3131.04
07947,Affiliate,Banner,12.53,0.0104,0.81,16.92,0.0255,-2.32,67673,Retail,703,269,"Low engagement suggests creative changes needed.",2023-04-27,00:20:03,11894.76,20.89,569.43
07948,"Search Engine",Banner,12.64,0.0284,1.97,12.97,0.0093,18.13,50399,Retail,1431,428,"Moderate CTR with significant revenue uplift.",2023-04-27,00:41:04,19116.87,6.78,2819.07
07949,"Social Media",Video,6.26,0.0202,0.92,39.78,0.0291,-3.99,78353,Retail,1582,698,"Retail campaigns underperforming slightly.",2023-04-27,01:02:06,62302.64,42.81,1455.44
07950,"Social Media",Text,12.51,0.0188,0.69,23.01,0.0172,1.22,38346,Retail,720,186,"Great performance in Telecom sector.",2023-04-27,01:23:07,16567.20,33.35,496.80
07951,"Search Engine",Banner,10.55,0.0118,1.44,34.62,0.0197,12.91,25338,Retail,298,144,"Moderate CTR with significant revenue uplift.",2023-04-27,01:44:09,10832.60,25.24,429.12
07952,"Social Media",Banner,6.73,0.0354,0.35,5.84,0.026,8.2,82074,Telecom,2905,1042,"Retail campaigns underperforming slightly.",2023-04-27,02:05:10,17134.85,16.85,1016.75
07953,"Search Engine",Text,14.58,0.0186,0.45,8.07,0.0188,14.86,55037,Telecom,1023,280,"Strong click-through but weak CPA.",2023-04-27,02:26:12,8420.72,18.29,460.35
07954,"Social Media",Text,1.43,0.0277,0.16,35.64,0.0111,1.65,3110,Telecom,86,22,"High ROAS indicates effective spend.",2023-04-27,02:47:13,4199.10,305.17,13.76
07955,Affiliate,Video,6.36,0.0057,0.37,15.52,0.0289,1.14,80944,Retail,461,229,"Moderate CTR with significant revenue uplift.",2023-04-27,03:08:14,7154.72,41.95,170.57
07956,"Social Media",Video,5.3,0.0322,1.36,11.04,0.0193,-3.19,39950,Retail,1286,579,"Excellent conversion and ROI.",2023-04-27,03:29:16,13913.49,7.96,1748.96
07957,"Search Engine",Text,14.1,0.0355,1.16,20.25,0.0249,-1.86,9824,Telecom,348,202,"Needs review due to rising CPC.",2023-04-27,03:50:17,6976.53,17.28,403.68
07958,"Search Engine",Banner,2.39,0.0078,1.86,46.87,0.0086,7.31,23652,Telecom,184,78,"Moderate CTR with significant revenue uplift.",2023-04-27,04:11:19,9745.21,28.47,342.24
07959,Affiliate,Text,9.79,0.029,1.58,23.12,0.012,3.37,79498,Retail,2305,1301,"Needs review due to rising CPC.",2023-04-27,04:32:20,53291.60,14.63,3641.90
07960,"Search Engine",Text,11.03,0.0371,1.71,30.96,0.0166,10.11,8905,Telecom,330,66,"Excellent conversion and ROI.",2023-04-27,04:53:22,11238.48,19.92,564.30
07961,"Social Media",Banner,3.58,0.0114,1.03,35.09,0.0137,1.15,59452,Telecom,677,215,"Needs review due to rising CPC.",2023-04-27,05:14:23,23993.49,34.41,697.31
07962,"Social Media",Banner,3.1,0.007,0.39,28.69,0.0108,18.93,83818,Telecom,586,324,"Low engagement suggests creative changes needed.",2023-04-27,05:35:25,17989.20,78.71,228.54
07963,Affiliate,Video,1.67,0.0137,1.31,41.46,0.0146,17.18,49659,Retail,680,201,"Good lead generation but low conversion rate.",2023-04-27,05:56:26,34113.29,38.30,890.80
07964,"Search Engine",Text,3.22,0.0208,1.82,43.15,0.0189,5.47,16405,Telecom,341,123,"Moderate CTR with significant revenue uplift.",2023-04-27,06:17:28,16185.57,26.08,620.62
07965,Affiliate,Video,12.32,0.0242,1.39,33.2,0.0105,16,76355,Retail,1847,406,"High ROAS indicates effective spend.",2023-04-27,06:38:29,62546.81,24.36,2567.33
07966,"Social Media",Text,14.22,0.0083,1.92,39.4,0.0282,-1.39,44853,Retail,372,162,"Excellent conversion and ROI.",2023-04-27,06:59:31,14656.80,20.52,714.24
07967,Affiliate,Text,13.62,0.0491,1.52,36.72,0.0198,11.81,74247,Retail,3645,1332,"Moderate CTR with significant revenue uplift.",2023-04-27,07:20:32,135182.84,24.40,5540.40
07968,"Search Engine",Banner,6.11,0.036,0.45,11.42,0.0083,15.79,59051,Retail,2125,619,"Great performance in Telecom sector.",2023-04-27,07:41:33,25238.20,26.39,956.25
07969,Affiliate,Text,11.16,0.011,1.83,27.57,0.0073,1.14,23669,Retail,260,116,"Great performance in Telecom sector.",2023-04-27,08:02:35,7168.20,15.07,475.80
07970,"Search Engine",Text,12.58,0.0409,1.63,26.03,0.0163,12.21,65627,Retail,2684,1250,"Excellent conversion and ROI.",2023-04-27,08:23:36,70563.17,16.13,4374.92
07971,"Search Engine",Banner,12.37,0.0194,0.81,11.57,0.016,10.11,12988,Telecom,251,137,"Retail campaigns underperforming slightly.",2023-04-27,08:44:38,3078.31,15.14,203.31
07972,"Social Media",Banner,1.88,0.0219,0.42,9.88,0.0198,-0.6,8830,Retail,193,90,"High ROAS indicates effective spend.",2023-04-27,09:05:39,1830.57,22.58,81.06
07973,"Social Media",Banner,4.01,0.0083,1.23,7.39,0.0206,16.17,55176,Retail,457,108,"Retail campaigns underperforming slightly.",2023-04-27,09:26:41,3613.64,6.43,562.11
07974,"Social Media",Text,14.15,0.024,0.49,8.1,0.0128,18.97,42880,Retail,1029,298,"High ROAS indicates effective spend.",2023-04-27,09:47:42,8584.95,17.03,504.21
07975,"Search Engine",Banner,11.36,0.0085,1.83,8.9,0.0108,9.51,88719,Telecom,754,207,"Strong click-through but weak CPA.",2023-04-27,10:08:44,6777.71,4.91,1379.82
07976,Affiliate,Text,12.68,0.0356,1.23,25.73,0.0171,14.98,74330,Retail,2646,1226,"Moderate CTR with significant revenue uplift.",2023-04-27,10:29:45,69443.21,21.34,3254.58
07977,"Search Engine",Video,8.2,0.0205,0.15,13.97,0.0274,2.36,94008,Retail,1927,938,"Strong click-through but weak CPA.",2023-04-27,10:50:47,26920.19,93.13,289.05
07978,"Social Media",Banner,6.5,0.0183,0.98,39.28,0.0147,3.78,47935,Retail,877,288,"High ROAS indicates effective spend.",2023-04-27,11:11:48,34793.05,40.48,859.46
07979,"Social Media",Video,10.12,0.0342,1.6,10.45,0.0143,14.38,2063,Retail,70,17,"Low engagement suggests creative changes needed.",2023-04-27,11:32:50,1236.24,11.04,112.00
07980,Affiliate,Video,7.62,0.036,1.13,26.32,0.0111,19.14,18669,Telecom,672,375,"Good lead generation but low conversion rate.",2023-04-27,11:53:51,19986.36,26.32,759.36
07981,"Social Media",Banner,6.23,0.0337,1.13,32.44,0.0136,5.98,21095,Telecom,710,219,"Retail campaigns underperforming slightly.",2023-04-27,12:14:53,24184.02,30.14,802.30
07982,"Social Media",Banner,5.87,0.0405,1.47,11.52,0.0147,4.31,47339,Retail,1917,443,"Low engagement suggests creative changes needed.",2023-04-27,12:35:54,22525.52,7.99,2817.99
07983,"Social Media",Text,3.21,0.0337,1.16,12.97,0.0285,0.9,61576,Retail,2075,1205,"Excellent conversion and ROI.",2023-04-27,12:56:55,26912.75,11.18,2407.00
07984,Affiliate,Banner,8.41,0.0475,1.32,15.67,0.0142,10.98,2458,Telecom,116,53,"High impressions but low conversion.",2023-04-27,13:17:57,2781.11,18.16,153.12
07985,"Search Engine",Video,8.28,0.0305,0.21,27.16,0.0286,8.72,28225,Telecom,860,307,"Good lead generation but low conversion rate.",2023-04-27,13:38:58,24291.90,134.51,180.60
07986,"Social Media",Video,9.27,0.0448,1.3,16.83,0.0124,13.91,56930,Retail,2550,807,"Needs review due to rising CPC.",2023-04-27,14:00:00,44203.99,13.33,3315.00
07987,Affiliate,Video,2.63,0.0483,0.53,49.27,0.0067,19,45849,Telecom,2214,966,"Great performance in Telecom sector.",2023-04-27,14:21:01,126537.18,107.84,1173.42
07988,"Social Media",Text,13.81,0.0124,1.6,33.65,0.0085,1.13,60167,Retail,746,345,"Moderate CTR with significant revenue uplift.",2023-04-27,14:42:03,25102.90,21.03,1193.60
07989,Affiliate,Text,11.39,0.0355,0.93,27.36,0.0143,17.2,78756,Retail,2795,1284,"Great performance in Telecom sector.",2023-04-27,15:03:04,78000.62,30.01,2599.35
07990,"Social Media",Banner,2.83,0.0345,0.51,6.91,0.0212,13.38,41981,Telecom,1448,403,"Needs review due to rising CPC.",2023-04-27,15:24:06,11106.30,15.04,738.48
07991,Affiliate,Banner,2.11,0.0441,0.22,49.78,0.0159,10.82,9047,Telecom,398,227,"Retail campaigns underperforming slightly.",2023-04-27,15:45:07,31105.53,355.25,87.56
07992,"Social Media",Banner,10,0.0202,0.6,27.83,0.0179,10.91,11770,Telecom,237,118,"Good lead generation but low conversion rate.",2023-04-27,16:06:09,7189.32,50.56,142.20
07993,"Search Engine",Video,5.78,0.0227,1.74,35.35,0.0166,9.29,36903,Telecom,837,258,"High ROAS indicates effective spend.",2023-04-27,16:27:10,30771.47,21.13,1456.38
07994,"Social Media",Video,5.47,0.0071,1.36,26.76,0.0124,10.27,91366,Telecom,648,323,"Low engagement suggests creative changes needed.",2023-04-27,16:48:12,17687.29,20.07,881.28
07995,Affiliate,Video,12.76,0.0395,0.96,44.72,0.0056,4.8,47447,Retail,1874,414,"Strong click-through but weak CPA.",2023-04-27,17:09:13,84643.33,47.05,1799.04
07996,"Social Media",Banner,5.83,0.017,0.73,46.16,0.0189,15.37,77292,Telecom,1313,692,"Great performance in Telecom sector.",2023-04-27,17:30:15,62426.32,65.13,958.49
07997,"Search Engine",Banner,9.85,0.0468,0.72,29.41,0.0296,17.98,67958,Telecom,3180,1055,"Good lead generation but low conversion rate.",2023-04-27,17:51:16,96329.51,42.07,2289.60
07998,"Social Media",Video,8.52,0.0348,0.88,39.57,0.0216,13.44,33324,Retail,1159,340,"Great performance in Telecom sector.",2023-04-27,18:12:17,48154.71,47.21,1019.92
07999,Affiliate,Banner,4.68,0.02,0.14,26.74,0.018,16.09,4202,Telecom,84,29,"Low engagement suggests creative changes needed.",2023-04-27,18:33:19,4088.01,347.62,11.76
08000,Affiliate,Text,5.64,0.0418,1.33,24.21,0.0177,11.91,8445,Telecom,353,100,"High impressions but low conversion.",2023-04-27,18:54:20,10682.66,22.75,469.49
08001,"Search Engine",Banner,14.2,0.0418,0.76,19.92,0.0285,1.57,74882,Telecom,3130,812,"Excellent conversion and ROI.",2023-04-27,19:15:22,62349.60,26.21,2378.80
08002,Affiliate,Video,5.64,0.0123,1.15,14.85,0.0191,12.84,2736,Telecom,33,16,"High impressions but low conversion.",2023-04-27,19:36:23,896.79,23.63,37.95
08003,"Social Media",Banner,11.98,0.0294,1.06,32.33,0.0122,-0.28,80855,Telecom,2377,1253,"High impressions but low conversion.",2023-04-27,19:57:25,76848.41,30.50,2519.62
08004,"Social Media",Text,13.06,0.0055,0.84,26.92,0.0192,9.69,46170,Telecom,253,59,"High ROAS indicates effective spend.",2023-04-27,20:18:26,6946.98,32.69,212.52
08005,"Social Media",Video,1.99,0.0205,1.33,10.02,0.0284,9.29,61842,Retail,1267,430,"Low engagement suggests creative changes needed.",2023-04-27,20:39:28,13710.97,8.14,1685.11
08006,Affiliate,Banner,10.28,0.0362,1.82,25.3,0.0097,-4.13,45663,Retail,1653,643,"Needs review due to rising CPC.",2023-04-27,21:00:29,41402.69,13.76,3008.46
08007,"Social Media",Banner,11.49,0.0199,1.91,24.34,0.0055,-1.02,98133,Retail,1952,401,"Retail campaigns underperforming slightly.",2023-04-27,21:21:31,47511.68,12.74,3728.32
08008,"Social Media",Banner,7.08,0.011,0.58,28.73,0.0186,10,68336,Retail,751,289,"Low engagement suggests creative changes needed.",2023-04-27,21:42:32,22007.75,50.53,435.58
08009,"Social Media",Banner,8.97,0.031,1.69,13.92,0.0103,14.48,11188,Telecom,346,175,"Great performance in Telecom sector.",2023-04-27,22:03:34,5490.60,9.39,584.74
08010,"Search Engine",Text,3.27,0.0483,0.16,30.78,0.0172,19.96,83011,Retail,4009,1010,"Moderate CTR with significant revenue uplift.",2023-04-27,22:24:35,132034.81,205.84,641.44
08011,Affiliate,Banner,5.46,0.0236,0.64,7.22,0.0105,3.45,18836,Retail,444,200,"Needs review due to rising CPC.",2023-04-27,22:45:36,3301.85,11.62,284.16
08012,Affiliate,Banner,10.91,0.0463,0.59,43.6,0.0095,5.99,69266,Telecom,3207,827,"High ROAS indicates effective spend.",2023-04-27,23:06:38,141223.45,74.64,1892.13
08013,Affiliate,Video,9.44,0.0457,0.47,23.9,0.0188,2.15,96543,Telecom,4412,2253,"Good lead generation but low conversion rate.",2023-04-27,23:27:39,105446.80,50.85,2073.64
08014,"Search Engine",Text,2.91,0.0351,0.46,33.19,0.0094,14.58,34545,Retail,1212,610,"Retail campaigns underperforming slightly.",2023-04-27,23:48:41,46260.22,82.97,557.52
08015,Affiliate,Video,14.83,0.0082,0.6,13.31,0.0261,-2.62,55006,Telecom,451,136,"High impressions but low conversion.",2023-04-28,00:09:42,6002.81,22.18,270.60
08016,"Search Engine",Text,14.13,0.0344,1.45,28.97,0.0126,0.68,87982,Telecom,3026,737,"Retail campaigns underperforming slightly.",2023-04-28,00:30:44,87663.22,19.98,4387.70
08017,"Search Engine",Banner,4.14,0.0316,0.87,7.25,0.0167,1.39,49558,Retail,1566,585,"Low engagement suggests creative changes needed.",2023-04-28,00:51:45,11467.04,8.42,1362.42
08018,Affiliate,Text,13.25,0.0312,1.81,25.31,0.0228,-3.15,31019,Retail,967,330,"Low engagement suggests creative changes needed.",2023-04-28,01:12:47,24230.02,13.84,1750.27
08019,"Social Media",Video,4.74,0.0202,1.65,24.45,0.0217,7.09,31064,Telecom,627,234,"Moderate CTR with significant revenue uplift.",2023-04-28,01:33:48,16096.66,15.56,1034.55
08020,"Social Media",Banner,8.89,0.0388,0.56,42.06,0.0191,6.66,61005,Telecom,2366,474,"High ROAS indicates effective spend.",2023-04-28,01:54:50,100509.10,75.86,1324.96
08021,Affiliate,Video,11.95,0.0447,1.73,49.94,0.0215,-1.95,50390,Retail,2252,655,"Low engagement suggests creative changes needed.",2023-04-28,02:15:51,112464.88,28.87,3895.96
08022,Affiliate,Video,5.82,0.0354,1.74,47.83,0.0188,13.89,8724,Telecom,308,76,"High ROAS indicates effective spend.",2023-04-28,02:36:53,18709.18,34.91,535.92
08023,"Search Engine",Text,8.77,0.0117,1.1,25.1,0.0213,9.42,90090,Telecom,1054,297,"Strong click-through but weak CPA.",2023-04-28,02:57:54,26719.95,23.05,1159.40
08024,Affiliate,Banner,7.3,0.0403,0.46,26.21,0.0168,15.37,79095,Telecom,3187,1080,"Good lead generation but low conversion rate.",2023-04-28,03:18:56,86037.21,58.69,1466.02
08025,"Search Engine",Video,11.64,0.012,1.08,23.52,0.0254,19.35,11898,Telecom,142,37,"Great performance in Telecom sector.",2023-04-28,03:39:57,3807.42,24.83,153.36
08026,Affiliate,Video,7.7,0.041,0.15,50,0.016,-0.28,28888,Telecom,1184,570,"Retail campaigns underperforming slightly.",2023-04-28,04:00:58,59200.00,333.33,177.60
08027,"Social Media",Text,8.94,0.0323,0.12,45.91,0.0193,0.89,23734,Telecom,766,260,"High impressions but low conversion.",2023-04-28,04:22:00,35167.06,382.58,91.92
08028,"Social Media",Video,12.84,0.0204,1.06,43.04,0.0075,6.71,35522,Retail,724,180,"Low engagement suggests creative changes needed.",2023-04-28,04:43:01,31472.57,41.01,767.44
08029,Affiliate,Banner,10.78,0.0305,1.84,45.53,0.0135,-0.6,68564,Telecom,2091,1184,"Moderate CTR with significant revenue uplift.",2023-04-28,05:04:03,95203.23,24.74,3847.44
08030,"Search Engine",Banner,8.39,0.0421,0.36,26.27,0.0205,5.52,62989,Retail,2651,813,"Good lead generation but low conversion rate.",2023-04-28,05:25:04,70338.19,73.70,954.36
08031,"Social Media",Text,7.46,0.028,0.8,10.76,0.0194,17.28,46976,Telecom,1315,488,"Good lead generation but low conversion rate.",2023-04-28,05:46:06,14856.87,14.12,1052.00
08032,"Search Engine",Video,2.77,0.0264,1.03,29.22,0.0205,13.53,99438,Retail,2625,719,"Retail campaigns underperforming slightly.",2023-04-28,06:07:07,80537.63,29.79,2703.75
08033,Affiliate,Text,1.79,0.0146,1.11,42.77,0.008,9.9,46458,Telecom,678,188,"Great performance in Telecom sector.",2023-04-28,06:28:09,32477.83,43.16,752.58
08034,Affiliate,Text,14.34,0.0215,1.66,5.08,0.0202,-0.04,97452,Retail,2095,1024,"Retail campaigns underperforming slightly.",2023-04-28,06:49:10,10642.60,3.06,3477.70
08035,"Social Media",Video,3.61,0.0284,0.41,14.58,0.0113,18.89,86552,Retail,2458,1000,"Moderate CTR with significant revenue uplift.",2023-04-28,07:10:12,37987.90,37.69,1007.78
08036,Affiliate,Banner,4.88,0.0101,0.15,9.87,0.0157,7.02,36377,Telecom,367,181,"Strong click-through but weak CPA.",2023-04-28,07:31:13,3767.18,68.43,55.05
08037,"Social Media",Text,9.55,0.0371,1.49,21.53,0.0191,11.24,97412,Retail,3613,1070,"Low engagement suggests creative changes needed.",2023-04-28,07:52:15,78565.77,14.59,5383.37
08038,"Search Engine",Banner,12.59,0.0453,1.72,33.89,0.0106,0.76,66744,Telecom,3023,1044,"Needs review due to rising CPC.",2023-04-28,08:13:16,102449.47,19.70,5199.56
08039,"Social Media",Banner,12.66,0.0406,0.87,27.76,0.0293,9.27,8443,Telecom,342,138,"Moderate CTR with significant revenue uplift.",2023-04-28,08:34:18,10348.37,34.78,297.54
08040,"Social Media",Video,12.62,0.0269,1.92,20.25,0.0086,18.19,84396,Retail,2270,830,"Great performance in Telecom sector.",2023-04-28,08:55:19,46886.85,10.76,4358.40
08041,"Search Engine",Video,14.69,0.0054,1.1,46.74,0.0064,-3.78,29896,Retail,161,48,"Retail campaigns underperforming slightly.",2023-04-28,09:16:20,7449.89,42.07,177.10
08042,"Social Media",Banner,1.78,0.0255,1.41,31.75,0.029,18.77,44879,Telecom,1144,423,"Excellent conversion and ROI.",2023-04-28,09:37:22,44676.06,27.70,1613.04
08043,"Social Media",Banner,6.6,0.0106,1.05,23.13,0.0282,9.13,86216,Retail,913,440,"Needs review due to rising CPC.",2023-04-28,09:58:23,21540.04,22.47,958.65
08044,Affiliate,Banner,13.79,0.0384,0.5,12.75,0.0215,13.95,29593,Telecom,1136,256,"Great performance in Telecom sector.",2023-04-28,10:19:25,14918.52,26.27,568.00
08045,"Search Engine",Text,7.54,0.0107,0.72,48.67,0.012,15.93,17784,Telecom,190,54,"Good lead generation but low conversion rate.",2023-04-28,10:40:26,10356.98,75.71,136.80
08046,"Social Media",Banner,13.2,0.0105,1.92,6.04,0.0212,7.66,3684,Retail,38,13,"High impressions but low conversion.",2023-04-28,11:01:28,266.24,3.65,72.96
08047,"Search Engine",Text,1.25,0.0281,1.1,43.25,0.0273,-1.36,92716,Retail,2605,1498,"High impressions but low conversion.",2023-04-28,11:22:29,111539.59,38.93,2865.50
08048,"Search Engine",Video,8.06,0.0158,1.91,36.55,0.0183,2.06,73328,Retail,1158,386,"Strong click-through but weak CPA.",2023-04-28,11:43:31,42324.90,19.14,2211.78
08049,"Social Media",Video,13.91,0.0159,0.75,44.41,0.0134,12.79,4347,Retail,69,18,"Good lead generation but low conversion rate.",2023-04-28,12:04:32,3707.79,71.65,51.75
08050,Affiliate,Banner,4.66,0.0482,1.98,35.25,0.0143,9.49,14563,Retail,701,415,"Strong click-through but weak CPA.",2023-04-28,12:25:34,28169.68,20.30,1387.98
08051,"Search Engine",Video,14.02,0.0182,1.33,31.6,0.0252,-4.58,34577,Telecom,629,323,"High impressions but low conversion.",2023-04-28,12:46:35,19677.64,23.52,836.57
08052,"Social Media",Banner,1.12,0.0464,1.64,37.93,0.0078,8.61,16293,Retail,755,411,"Retail campaigns underperforming slightly.",2023-04-28,13:07:37,42096.61,34.00,1238.20
08053,"Search Engine",Text,2.1,0.0155,0.32,13.38,0.0125,17.58,85856,Telecom,1330,753,"High ROAS indicates effective spend.",2023-04-28,13:28:38,19574.94,45.99,425.60
08054,Affiliate,Banner,7.68,0.0454,1.78,22.07,0.0267,-0.42,60543,Retail,2748,687,"Low engagement suggests creative changes needed.",2023-04-28,13:49:39,60648.36,12.40,4891.44
08055,Affiliate,Video,2.49,0.0142,0.14,42.24,0.0267,11.35,84893,Telecom,1205,678,"Great performance in Telecom sector.",2023-04-28,14:10:41,53444.16,316.80,168.70
08056,Affiliate,Banner,4.16,0.0129,0.22,14.16,0.008,11.82,11491,Retail,148,40,"Excellent conversion and ROI.",2023-04-28,14:31:42,2619.60,80.45,32.56
08057,"Social Media",Video,5.17,0.0175,0.78,38.93,0.0124,11.16,48336,Telecom,845,207,"Moderate CTR with significant revenue uplift.",2023-04-28,14:52:44,34211.68,51.91,659.10
08058,"Social Media",Text,7.74,0.024,0.67,49.35,0.0109,-4.58,25564,Telecom,613,335,"Moderate CTR with significant revenue uplift.",2023-04-28,15:13:45,29646.52,72.18,410.71
08059,Affiliate,Video,6.47,0.0144,0.45,23.88,0.0116,2.65,59858,Telecom,861,479,"Strong click-through but weak CPA.",2023-04-28,15:34:47,20766.29,53.60,387.45
08060,"Social Media",Video,13.91,0.0327,1.58,13.23,0.012,5.51,53446,Telecom,1747,870,"High ROAS indicates effective spend.",2023-04-28,15:55:48,23343.94,8.46,2760.26
08061,Affiliate,Video,13.4,0.0261,0.88,19.7,0.028,16.72,28860,Telecom,753,169,"Needs review due to rising CPC.",2023-04-28,16:16:50,15427.46,23.28,662.64
08062,"Social Media",Video,11.47,0.0292,1.79,7.71,0.018,3.84,9080,Retail,265,136,"Strong click-through but weak CPA.",2023-04-28,16:37:51,2124.88,4.48,474.35
08063,Affiliate,Video,10.23,0.0349,0.16,13.78,0.0295,18.11,56770,Retail,1981,516,"Excellent conversion and ROI.",2023-04-28,16:58:53,28117.13,88.71,316.96
08064,"Search Engine",Video,3.86,0.0258,0.75,6.33,0.0258,-0.95,64452,Retail,1662,917,"Retail campaigns underperforming slightly.",2023-04-28,17:19:54,10520.46,8.44,1246.50
08065,Affiliate,Banner,9.43,0.0092,0.45,19.7,0.0055,7.65,48639,Telecom,447,213,"Great performance in Telecom sector.",2023-04-28,17:40:56,8982.02,44.65,201.15
08066,Affiliate,Text,3.06,0.0209,0.93,5.17,0.007,13.31,46664,Telecom,975,246,"Good lead generation but low conversion rate.",2023-04-28,18:01:57,5494.42,6.06,906.75
08067,"Social Media",Banner,7.34,0.0283,1.99,18.88,0.006,3.55,98141,Retail,2777,748,"Good lead generation but low conversion rate.",2023-04-28,18:22:59,52429.76,9.49,5526.23
08068,"Social Media",Text,7.46,0.0131,1.78,42.42,0.0124,-3.55,7436,Telecom,97,46,"Strong click-through but weak CPA.",2023-04-28,18:44:00,3867.86,22.40,172.66
08069,"Social Media",Banner,10.66,0.0272,1.32,24.63,0.0097,3.06,10712,Telecom,291,60,"Low engagement suggests creative changes needed.",2023-04-28,19:05:01,7382.35,19.22,384.12
08070,"Social Media",Text,12.69,0.0105,0.5,40.32,0.0248,14.43,44861,Telecom,471,207,"Strong click-through but weak CPA.",2023-04-28,19:26:03,19560.44,83.06,235.50
08071,"Social Media",Text,5.49,0.0209,1.32,31.46,0.0227,9.58,80841,Telecom,1689,419,"Excellent conversion and ROI.",2023-04-28,19:47:04,54198.66,24.31,2229.48
08072,"Social Media",Banner,1.58,0.0427,0.52,28.05,0.0138,4.58,43837,Retail,1871,797,"Great performance in Telecom sector.",2023-04-28,20:08:06,56155.26,57.72,972.92
08073,"Search Engine",Banner,1.66,0.0071,0.22,19.25,0.0229,5.03,4461,Telecom,31,9,"Low engagement suggests creative changes needed.",2023-04-28,20:29:07,1002.54,147.00,6.82
08074,Affiliate,Text,13.25,0.0066,1.42,48.94,0.0291,-4.39,30235,Retail,199,107,"High ROAS indicates effective spend.",2023-04-28,20:50:09,9641.67,34.12,282.58
08075,Affiliate,Video,7.81,0.023,1.59,15.61,0.0263,10.86,71948,Telecom,1654,456,"Moderate CTR with significant revenue uplift.",2023-04-28,21:11:10,26335.32,10.01,2629.86
08076,Affiliate,Text,4.47,0.0462,0.62,12.53,0.0208,15.71,30043,Telecom,1387,458,"Retail campaigns underperforming slightly.",2023-04-28,21:32:12,19464.60,22.63,859.94
